Year,State,Metric,Age Range,"Events per 1,000 women"
2007,SC,Abortion Rate,20-24,28.5
2008,SC,Abortion Rate,20-24,27.6
2009,SC,Abortion Rate,20-24,26.5
2010,SC,Abortion Rate,20-24,25.6
2011,SC,Abortion Rate,20-24,23.1
2012,SC,Abortion Rate,20-24,20.9
2013,SC,Abortion Rate,20-24,21.4
2014,SC,Abortion Rate,20-24,20.2
2015,SC,Abortion Rate,20-24,21.2
2016,SC,Abortion Rate,20-24,20.9
1988,SD,Abortion Rate,20-24,18.2
1992,SD,Abortion Rate,20-24,17.9
1996,SD,Abortion Rate,20-24,15.4
2000,SD,Abortion Rate,20-24,13.2
2005,SD,Abortion Rate,20-24,11.9
2006,SD,Abortion Rate,20-24,13
2007,SD,Abortion Rate,20-24,11.8
2008,SD,Abortion Rate,20-24,12.1
2009,SD,Abortion Rate,20-24,11.2
2010,SD,Abortion Rate,20-24,11.3
2011,SD,Abortion Rate,20-24,10.5
2012,SD,Abortion Rate,20-24,9.5
2013,SD,Abortion Rate,20-24,9.2
2014,SD,Abortion Rate,20-24,8.4
2015,SD,Abortion Rate,20-24,8.8
2016,SD,Abortion Rate,20-24,7.2
1988,TN,Abortion Rate,20-24,33.8
1992,TN,Abortion Rate,20-24,35.5
1996,TN,Abortion Rate,20-24,30.9
2000,TN,Abortion Rate,20-24,31.5
2005,TN,Abortion Rate,20-24,26
2006,TN,Abortion Rate,20-24,23
2007,TN,Abortion Rate,20-24,25.3
2008,TN,Abortion Rate,20-24,26.3
2009,TN,Abortion Rate,20-24,24.7
2010,TN,Abortion Rate,20-24,23
2011,TN,Abortion Rate,20-24,21.1
2012,TN,Abortion Rate,20-24,20.1
2013,TN,Abortion Rate,20-24,18.9
2014,TN,Abortion Rate,20-24,17.7
2015,TN,Abortion Rate,20-24,16.7
2016,TN,Abortion Rate,20-24,15.8
1988,TX,Abortion Rate,20-24,48.3
1992,TX,Abortion Rate,20-24,50.3
1996,TX,Abortion Rate,20-24,43.2
2000,TX,Abortion Rate,20-24,40.6
2005,TX,Abortion Rate,20-24,34.1
2006,TX,Abortion Rate,20-24,33.3
2007,TX,Abortion Rate,20-24,32.2
2008,TX,Abortion Rate,20-24,32.7
2009,TX,Abortion Rate,20-24,31.1
2010,TX,Abortion Rate,20-24,29.3
2011,TX,Abortion Rate,20-24,25.9
2012,TX,Abortion Rate,20-24,24.1
2013,TX,Abortion Rate,20-24,22.5
2014,TX,Abortion Rate,20-24,18.6
2015,TX,Abortion Rate,20-24,17.9
2016,TX,Abortion Rate,20-24,17.2
1973,US,Abortion Rate,20-24,26.2
1974,US,Abortion Rate,20-24,30.5
1975,US,Abortion Rate,20-24,34.3
1976,US,Abortion Rate,20-24,39.6
1977,US,Abortion Rate,20-24,44.3
1978,US,Abortion Rate,20-24,47.2
1979,US,Abortion Rate,20-24,49.9
1980,US,Abortion Rate,20-24,51.5
1981,US,Abortion Rate,20-24,51.4
1982,US,Abortion Rate,20-24,51.1
1983,US,Abortion Rate,20-24,51
1984,US,Abortion Rate,20-24,51.6
1985,US,Abortion Rate,20-24,52
1986,US,Abortion Rate,20-24,51.8
1987,US,Abortion Rate,20-24,52
1988,US,Abortion Rate,20-24,53.7
1989,US,Abortion Rate,20-24,53.8
1990,US,Abortion Rate,20-24,56.7
1991,US,Abortion Rate,20-24,56.5
1992,US,Abortion Rate,20-24,55.9
1993,US,Abortion Rate,20-24,55
1994,US,Abortion Rate,20-24,51.9
1995,US,Abortion Rate,20-24,49.1
1996,US,Abortion Rate,20-24,49.3
1997,US,Abortion Rate,20-24,48.1
1998,US,Abortion Rate,20-24,47
1999,US,Abortion Rate,20-24,46.5
2000,US,Abortion Rate,20-24,46
2001,US,Abortion Rate,20-24,44.5
2002,US,Abortion Rate,20-24,42.7
2003,US,Abortion Rate,20-24,41.4
2004,US,Abortion Rate,20-24,39.8
2005,US,Abortion Rate,20-24,38.7
2006,US,Abortion Rate,20-24,39.8
2007,US,Abortion Rate,20-24,38.5
2008,US,Abortion Rate,20-24,38.4
2009,US,Abortion Rate,20-24,36
2010,US,Abortion Rate,20-24,34.1
2011,US,Abortion Rate,20-24,32.1
2012,US,Abortion Rate,20-24,30
2013,US,Abortion Rate,20-24,28.2
2014,US,Abortion Rate,20-24,26.7
2015,US,Abortion Rate,20-24,25.3
2016,US,Abortion Rate,20-24,24.1
1988,UT,Abortion Rate,20-24,22.3
1992,UT,Abortion Rate,20-24,17.2
1996,UT,Abortion Rate,20-24,13.3
2000,UT,Abortion Rate,20-24,10.8
2005,UT,Abortion Rate,20-24,10
2006,UT,Abortion Rate,20-24,10.9
2007,UT,Abortion Rate,20-24,11.3
2008,UT,Abortion Rate,20-24,10.4
2009,UT,Abortion Rate,20-24,10.4
2010,UT,Abortion Rate,20-24,9.6
2011,UT,Abortion Rate,20-24,8.7
2012,UT,Abortion Rate,20-24,8.5
2013,UT,Abortion Rate,20-24,8.4
2014,UT,Abortion Rate,20-24,7.6
2015,UT,Abortion Rate,20-24,7.8
2016,UT,Abortion Rate,20-24,7.9
1988,VT,Abortion Rate,20-24,43.9
1992,VT,Abortion Rate,20-24,32.1
1996,VT,Abortion Rate,20-24,35.4
2000,VT,Abortion Rate,20-24,27.2
2005,VT,Abortion Rate,20-24,29.9
2006,VT,Abortion Rate,20-24,30.1
2007,VT,Abortion Rate,20-24,29.7
2008,VT,Abortion Rate,20-24,30.2
2009,VT,Abortion Rate,20-24,29.6
2010,VT,Abortion Rate,20-24,27.1
2011,VT,Abortion Rate,20-24,29.3
2012,VT,Abortion Rate,20-24,26.4
2013,VT,Abortion Rate,20-24,22.4
2014,VT,Abortion Rate,20-24,20.5
2015,VT,Abortion Rate,20-24,17.9
2016,VT,Abortion Rate,20-24,16.3
1988,VA,Abortion Rate,20-24,51.8
1992,VA,Abortion Rate,20-24,52.9
1996,VA,Abortion Rate,20-24,45.2
2000,VA,Abortion Rate,20-24,43
2005,VA,Abortion Rate,20-24,39.6
2006,VA,Abortion Rate,20-24,39.9
2007,VA,Abortion Rate,20-24,40.3
2008,VA,Abortion Rate,20-24,37.9
2009,VA,Abortion Rate,20-24,36.6
2010,VA,Abortion Rate,20-24,35.6
2011,VA,Abortion Rate,20-24,34
2012,VA,Abortion Rate,20-24,33.6
2013,VA,Abortion Rate,20-24,34
2014,VA,Abortion Rate,20-24,27
2015,VA,Abortion Rate,20-24,24.8
2016,VA,Abortion Rate,20-24,22.7
1988,WA,Abortion Rate,20-24,58.9
1992,WA,Abortion Rate,20-24,65.4
1996,WA,Abortion Rate,20-24,47.8
2000,WA,Abortion Rate,20-24,44.4
2005,WA,Abortion Rate,20-24,36.6
2006,WA,Abortion Rate,20-24,37.2
2007,WA,Abortion Rate,20-24,38.5
2008,WA,Abortion Rate,20-24,37.1
2009,WA,Abortion Rate,20-24,34.7
2010,WA,Abortion Rate,20-24,32.5
2011,WA,Abortion Rate,20-24,30.5
2012,WA,Abortion Rate,20-24,28.1
2013,WA,Abortion Rate,20-24,26.1
2014,WA,Abortion Rate,20-24,25.6
2015,WA,Abortion Rate,20-24,23.8
2016,WA,Abortion Rate,20-24,21.7
1988,WV,Abortion Rate,20-24,24.5
1992,WV,Abortion Rate,20-24,24.6
1996,WV,Abortion Rate,20-24,18.5
2000,WV,Abortion Rate,20-24,17.4
2005,WV,Abortion Rate,20-24,15.4
2006,WV,Abortion Rate,20-24,16
2007,WV,Abortion Rate,20-24,18.3
2008,WV,Abortion Rate,20-24,15.5
2009,WV,Abortion Rate,20-24,18
2010,WV,Abortion Rate,20-24,20.4
2011,WV,Abortion Rate,20-24,18.4
2012,WV,Abortion Rate,20-24,16.6
2013,WV,Abortion Rate,20-24,13.1
2014,WV,Abortion Rate,20-24,12
2015,WV,Abortion Rate,20-24,12.3
2016,WV,Abortion Rate,20-24,14.2
1988,WI,Abortion Rate,20-24,33.3
1992,WI,Abortion Rate,20-24,31.9
1996,WI,Abortion Rate,20-24,29.9
2000,WI,Abortion Rate,20-24,23.2
2005,WI,Abortion Rate,20-24,19.5
2006,WI,Abortion Rate,20-24,17.9
2007,WI,Abortion Rate,20-24,17.5
2008,WI,Abortion Rate,20-24,17.2
2009,WI,Abortion Rate,20-24,17
2010,WI,Abortion Rate,20-24,16.5
2011,WI,Abortion Rate,20-24,15.7
2012,WI,Abortion Rate,20-24,14.3
2013,WI,Abortion Rate,20-24,12.9
2014,WI,Abortion Rate,20-24,12.4
2015,WI,Abortion Rate,20-24,12.2
2016,WI,Abortion Rate,20-24,11
1988,WY,Abortion Rate,20-24,26.9
1992,WY,Abortion Rate,20-24,25.5
1996,WY,Abortion Rate,20-24,30.3
2000,WY,Abortion Rate,20-24,33.8
2005,WY,Abortion Rate,20-24,21.5
2006,WY,Abortion Rate,20-24,21.3
2007,WY,Abortion Rate,20-24,20.5
2008,WY,Abortion Rate,20-24,18.8
2009,WY,Abortion Rate,20-24,17.8
2010,WY,Abortion Rate,20-24,17.9
2011,WY,Abortion Rate,20-24,18.1
2012,WY,Abortion Rate,20-24,15.6
2013,WY,Abortion Rate,20-24,13.5
2014,WY,Abortion Rate,20-24,13.8
2015,WY,Abortion Rate,20-24,13.7
2016,WY,Abortion Rate,20-24,12.6
1988,AL,Abortion Rate,18-19,41.8
1992,AL,Abortion Rate,18-19,38.8
1996,AL,Abortion Rate,18-19,30.9
2000,AL,Abortion Rate,18-19,24.3
2005,AL,Abortion Rate,18-19,19.2
2006,AL,Abortion Rate,18-19,19.3
2007,AL,Abortion Rate,18-19,18.1
2008,AL,Abortion Rate,18-19,18
2009,AL,Abortion Rate,18-19,15.5
2010,AL,Abortion Rate,18-19,13.8
2011,AL,Abortion Rate,18-19,14.2
2012,AL,Abortion Rate,18-19,12.8
2013,AL,Abortion Rate,18-19,11.6
2014,AL,Abortion Rate,18-19,10.9
2015,AL,Abortion Rate,18-19,10.4
2016,AL,Abortion Rate,18-19,9.2
1988,AK,Abortion Rate,18-19,57.8
1992,AK,Abortion Rate,18-19,46.2
1996,AK,Abortion Rate,18-19,31.1
2000,AK,Abortion Rate,18-19,27.6
2005,AK,Abortion Rate,18-19,28.8
2006,AK,Abortion Rate,18-19,27.8
2007,AK,Abortion Rate,18-19,23.7
2008,AK,Abortion Rate,18-19,24.2
2009,AK,Abortion Rate,18-19,23.6
2010,AK,Abortion Rate,18-19,29.7
2011,AK,Abortion Rate,18-19,26.5
2012,AK,Abortion Rate,18-19,24.6
2013,AK,Abortion Rate,18-19,17.6
2014,AK,Abortion Rate,18-19,18.8
2015,AK,Abortion Rate,18-19,15.8
2016,AK,Abortion Rate,18-19,13.1
1988,AZ,Abortion Rate,18-19,61.1
1992,AZ,Abortion Rate,18-19,50.1
1996,AZ,Abortion Rate,18-19,38.7
2000,AZ,Abortion Rate,18-19,33.7
2005,AZ,Abortion Rate,18-19,31.2
2006,AZ,Abortion Rate,18-19,27.3
2007,AZ,Abortion Rate,18-19,25.4
2008,AZ,Abortion Rate,18-19,25.7
2009,AZ,Abortion Rate,18-19,20.8
2010,AZ,Abortion Rate,18-19,15.7
2011,AZ,Abortion Rate,18-19,16.7
2012,AZ,Abortion Rate,18-19,14
2013,AZ,Abortion Rate,18-19,12.3
2014,AZ,Abortion Rate,18-19,10.6
2015,AZ,Abortion Rate,18-19,10.5
2016,AZ,Abortion Rate,18-19,11.6
1988,AR,Abortion Rate,18-19,39.4
1992,AR,Abortion Rate,18-19,36.7
1996,AR,Abortion Rate,18-19,24.8
2000,AR,Abortion Rate,18-19,18.8
2005,AR,Abortion Rate,18-19,12.8
2006,AR,Abortion Rate,18-19,15.7
2007,AR,Abortion Rate,18-19,15.8
2008,AR,Abortion Rate,18-19,15.1
2009,AR,Abortion Rate,18-19,13.7
2010,AR,Abortion Rate,18-19,13.7
2011,AR,Abortion Rate,18-19,12.4
2012,AR,Abortion Rate,18-19,10.8
2013,AR,Abortion Rate,18-19,9.6
2014,AR,Abortion Rate,18-19,8.6
2015,AR,Abortion Rate,18-19,7.3
2016,AR,Abortion Rate,18-19,6.5
1988,CA,Abortion Rate,18-19,109.5
1992,CA,Abortion Rate,18-19,94.2
1996,CA,Abortion Rate,18-19,71.9
2000,CA,Abortion Rate,18-19,58.3
2005,CA,Abortion Rate,18-19,44
2006,CA,Abortion Rate,18-19,44.4
2007,CA,Abortion Rate,18-19,45
2008,CA,Abortion Rate,18-19,41.2
2009,CA,Abortion Rate,18-19,36.9
2010,CA,Abortion Rate,18-19,33.1
2011,CA,Abortion Rate,18-19,30.1
2012,CA,Abortion Rate,18-19,26.8
2013,CA,Abortion Rate,18-19,24.7
2014,CA,Abortion Rate,18-19,21.6
2015,CA,Abortion Rate,18-19,19.7
2016,CA,Abortion Rate,18-19,17.9
1988,CO,Abortion Rate,18-19,52.7
1992,CO,Abortion Rate,18-19,53.7
1996,CO,Abortion Rate,18-19,43
2000,CO,Abortion Rate,18-19,28.6
2005,CO,Abortion Rate,18-19,27.5
2006,CO,Abortion Rate,18-19,27.8
2007,CO,Abortion Rate,18-19,28
2008,CO,Abortion Rate,18-19,26.4
2009,CO,Abortion Rate,18-19,24
2010,CO,Abortion Rate,18-19,19.7
2011,CO,Abortion Rate,18-19,17.8
2012,CO,Abortion Rate,18-19,16
2013,CO,Abortion Rate,18-19,14.2
2014,CO,Abortion Rate,18-19,13
2015,CO,Abortion Rate,18-19,12.1
2016,CO,Abortion Rate,18-19,11
1988,CT,Abortion Rate,18-19,72.9
1992,CT,Abortion Rate,18-19,60.3
1996,CT,Abortion Rate,18-19,53.4
2000,CT,Abortion Rate,18-19,44.2
2005,CT,Abortion Rate,18-19,41.2
2006,CT,Abortion Rate,18-19,43.5
2007,CT,Abortion Rate,18-19,42.7
2008,CT,Abortion Rate,18-19,40.9
2009,CT,Abortion Rate,18-19,37
2010,CT,Abortion Rate,18-19,31.6
2011,CT,Abortion Rate,18-19,25.9
2012,CT,Abortion Rate,18-19,21.5
2013,CT,Abortion Rate,18-19,19.8
2014,CT,Abortion Rate,18-19,18.1
2015,CT,Abortion Rate,18-19,16.8
2016,CT,Abortion Rate,18-19,14.5
1988,DE,Abortion Rate,18-19,61.1
1992,DE,Abortion Rate,18-19,62.4
1996,DE,Abortion Rate,18-19,34.9
2000,DE,Abortion Rate,18-19,40.8
2005,DE,Abortion Rate,18-19,35.8
2006,DE,Abortion Rate,18-19,40.8
2007,DE,Abortion Rate,18-19,49.5
2008,DE,Abortion Rate,18-19,45.4
2009,DE,Abortion Rate,18-19,37.9
2010,DE,Abortion Rate,18-19,40.2
2011,DE,Abortion Rate,18-19,33.6
2012,DE,Abortion Rate,18-19,24.3
2013,DE,Abortion Rate,18-19,23.5
2014,DE,Abortion Rate,18-19,21.2
2015,DE,Abortion Rate,18-19,18.6
2016,DE,Abortion Rate,18-19,18
2000,DC,Abortion Rate,18-19,53.1
2005,DC,Abortion Rate,18-19,52.9
2006,DC,Abortion Rate,18-19,47.4
2007,DC,Abortion Rate,18-19,36.9
2008,DC,Abortion Rate,18-19,41.3
2009,DC,Abortion Rate,18-19,37.8
2010,DC,Abortion Rate,18-19,32
2011,DC,Abortion Rate,18-19,26.4
2012,DC,Abortion Rate,18-19,22.3
2013,DC,Abortion Rate,18-19,23.6
2014,DC,Abortion Rate,18-19,21.5
2015,DC,Abortion Rate,18-19,18.2
2016,DC,Abortion Rate,18-19,13.1
1988,FL,Abortion Rate,18-19,69.7
1992,FL,Abortion Rate,18-19,62
1996,FL,Abortion Rate,18-19,63.5
2000,FL,Abortion Rate,18-19,55
2005,FL,Abortion Rate,18-19,40.8
2006,FL,Abortion Rate,18-19,40
2007,FL,Abortion Rate,18-19,39.7
2008,FL,Abortion Rate,18-19,36.9
2009,FL,Abortion Rate,18-19,34.2
2010,FL,Abortion Rate,18-19,32.4
2011,FL,Abortion Rate,18-19,31
2012,FL,Abortion Rate,18-19,28.2
2013,FL,Abortion Rate,18-19,25.7
2014,FL,Abortion Rate,18-19,23.2
2015,FL,Abortion Rate,18-19,21.4
2016,FL,Abortion Rate,18-19,19
1988,GA,Abortion Rate,18-19,48.1
1992,GA,Abortion Rate,18-19,50.7
1996,GA,Abortion Rate,18-19,38.7
2000,GA,Abortion Rate,18-19,28.8
2005,GA,Abortion Rate,18-19,24.2
2006,GA,Abortion Rate,18-19,23.7
2007,GA,Abortion Rate,18-19,24.8
2008,GA,Abortion Rate,18-19,26.8
2009,GA,Abortion Rate,18-19,24
2010,GA,Abortion Rate,18-19,21.1
2011,GA,Abortion Rate,18-19,20.7
2012,GA,Abortion Rate,18-19,18.6
2013,GA,Abortion Rate,18-19,17.3
2014,GA,Abortion Rate,18-19,15.4
2015,GA,Abortion Rate,18-19,14.3
2016,GA,Abortion Rate,18-19,14
1988,HI,Abortion Rate,18-19,101.2
1992,HI,Abortion Rate,18-19,93.8
1996,HI,Abortion Rate,18-19,58.8
2000,HI,Abortion Rate,18-19,55.9
2005,HI,Abortion Rate,18-19,37.4
2006,HI,Abortion Rate,18-19,38.9
2007,HI,Abortion Rate,18-19,39.9
2008,HI,Abortion Rate,18-19,44.3
2009,HI,Abortion Rate,18-19,38.9
2010,HI,Abortion Rate,18-19,38.2
2011,HI,Abortion Rate,18-19,37.6
2012,HI,Abortion Rate,18-19,31.7
2013,HI,Abortion Rate,18-19,24.3
2014,HI,Abortion Rate,18-19,19.5
2015,HI,Abortion Rate,18-19,16.4
2016,HI,Abortion Rate,18-19,13.9
1988,ID,Abortion Rate,18-19,28.9
1992,ID,Abortion Rate,18-19,24.3
1996,ID,Abortion Rate,18-19,18.7
2000,ID,Abortion Rate,18-19,15.9
2005,ID,Abortion Rate,18-19,13.9
2006,ID,Abortion Rate,18-19,13.8
2007,ID,Abortion Rate,18-19,16.5
2008,ID,Abortion Rate,18-19,14.4
2009,ID,Abortion Rate,18-19,12.7
2010,ID,Abortion Rate,18-19,12
2011,ID,Abortion Rate,18-19,11.2
2012,ID,Abortion Rate,18-19,11
2013,ID,Abortion Rate,18-19,8
2014,ID,Abortion Rate,18-19,8.3
2015,ID,Abortion Rate,18-19,7.5
2016,ID,Abortion Rate,18-19,7.7
1988,IL,Abortion Rate,18-19,66
1992,IL,Abortion Rate,18-19,52.7
1996,IL,Abortion Rate,18-19,51.7
2000,IL,Abortion Rate,18-19,41.2
2005,IL,Abortion Rate,18-19,28.8
2006,IL,Abortion Rate,18-19,28.1
2007,IL,Abortion Rate,18-19,29.1
2008,IL,Abortion Rate,18-19,29.9
2009,IL,Abortion Rate,18-19,26.7
2010,IL,Abortion Rate,18-19,24
2011,IL,Abortion Rate,18-19,22.5
2012,IL,Abortion Rate,18-19,21.1
2013,IL,Abortion Rate,18-19,20.2
2014,IL,Abortion Rate,18-19,18.3
2015,IL,Abortion Rate,18-19,15.7
2016,IL,Abortion Rate,18-19,14.5
1988,IN,Abortion Rate,18-19,37.5
1992,IN,Abortion Rate,18-19,35.3
1996,IN,Abortion Rate,18-19,29
2000,IN,Abortion Rate,18-19,19.7
2005,IN,Abortion Rate,18-19,15.9
2006,IN,Abortion Rate,18-19,14.7
2007,IN,Abortion Rate,18-19,15
2008,IN,Abortion Rate,18-19,13.5
2009,IN,Abortion Rate,18-19,12.8
2010,IN,Abortion Rate,18-19,12.3
2011,IN,Abortion Rate,18-19,10.7
2012,IN,Abortion Rate,18-19,9.8
2013,IN,Abortion Rate,18-19,8.6
2014,IN,Abortion Rate,18-19,8.9
2015,IN,Abortion Rate,18-19,8.8
2016,IN,Abortion Rate,18-19,8.7
1988,IA,Abortion Rate,18-19,38
1992,IA,Abortion Rate,18-19,25
1996,IA,Abortion Rate,18-19,17.5
2000,IA,Abortion Rate,18-19,18.6
2005,IA,Abortion Rate,18-19,16
2006,IA,Abortion Rate,18-19,16.3
2007,IA,Abortion Rate,18-19,16.4
2008,IA,Abortion Rate,18-19,15.5
2009,IA,Abortion Rate,18-19,15.7
2010,IA,Abortion Rate,18-19,13.6
2011,IA,Abortion Rate,18-19,12.2
2012,IA,Abortion Rate,18-19,10.3
2013,IA,Abortion Rate,18-19,7.5
2014,IA,Abortion Rate,18-19,6.8
2015,IA,Abortion Rate,18-19,6.4
2016,IA,Abortion Rate,18-19,7
1988,KS,Abortion Rate,18-19,33.9
1992,KS,Abortion Rate,18-19,29.9
1996,KS,Abortion Rate,18-19,24.8
2000,KS,Abortion Rate,18-19,19.3
2005,KS,Abortion Rate,18-19,14.9
2006,KS,Abortion Rate,18-19,15
2007,KS,Abortion Rate,18-19,14.8
2008,KS,Abortion Rate,18-19,14.5
2009,KS,Abortion Rate,18-19,11.9
2010,KS,Abortion Rate,18-19,9.1
2011,KS,Abortion Rate,18-19,8.4
2012,KS,Abortion Rate,18-19,8.6
2013,KS,Abortion Rate,18-19,7.5
2014,KS,Abortion Rate,18-19,7.6
2015,KS,Abortion Rate,18-19,6.5
2016,KS,Abortion Rate,18-19,6.1
1988,KY,Abortion Rate,18-19,28.5
1992,KY,Abortion Rate,18-19,25.5
1996,KY,Abortion Rate,18-19,18.4
2000,KY,Abortion Rate,18-19,13.1
2005,KY,Abortion Rate,18-19,9.4
2006,KY,Abortion Rate,18-19,11.4
2007,KY,Abortion Rate,18-19,11.3
2008,KY,Abortion Rate,18-19,11.2
2009,KY,Abortion Rate,18-19,10.6
2010,KY,Abortion Rate,18-19,9.4
2011,KY,Abortion Rate,18-19,9.2
2012,KY,Abortion Rate,18-19,8.3
2013,KY,Abortion Rate,18-19,8.3
2014,KY,Abortion Rate,18-19,7.3
2015,KY,Abortion Rate,18-19,6.7
2016,KY,Abortion Rate,18-19,6
1988,LA,Abortion Rate,18-19,35.4
1992,LA,Abortion Rate,18-19,24.2
1996,LA,Abortion Rate,18-19,23.8
2000,LA,Abortion Rate,18-19,18
2005,LA,Abortion Rate,18-19,15.9
2006,LA,Abortion Rate,18-19,19.3
2007,LA,Abortion Rate,18-19,20.5
2008,LA,Abortion Rate,18-19,22.8
2009,LA,Abortion Rate,18-19,21.1
2010,LA,Abortion Rate,18-19,15.8
2011,LA,Abortion Rate,18-19,16.7
2012,LA,Abortion Rate,18-19,13
2013,LA,Abortion Rate,18-19,11.1
2014,LA,Abortion Rate,18-19,10.6
2015,LA,Abortion Rate,18-19,9.9
2016,LA,Abortion Rate,18-19,10
1988,ME,Abortion Rate,18-19,35.6
1992,ME,Abortion Rate,18-19,29.5
1996,ME,Abortion Rate,18-19,29.6
2000,ME,Abortion Rate,18-19,24.6
2005,ME,Abortion Rate,18-19,19.9
2006,ME,Abortion Rate,18-19,18.5
2007,ME,Abortion Rate,18-19,19.6
2008,ME,Abortion Rate,18-19,19.4
2009,ME,Abortion Rate,18-19,17.3
2010,ME,Abortion Rate,18-19,17.9
2011,ME,Abortion Rate,18-19,13.7
2012,ME,Abortion Rate,18-19,14.3
2013,ME,Abortion Rate,18-19,12
2014,ME,Abortion Rate,18-19,11
2015,ME,Abortion Rate,18-19,11.1
2016,ME,Abortion Rate,18-19,9.6
1988,MD,Abortion Rate,18-19,80.8
1992,MD,Abortion Rate,18-19,74.3
1996,MD,Abortion Rate,18-19,70.7
2000,MD,Abortion Rate,18-19,62.3
2005,MD,Abortion Rate,18-19,44.7
2006,MD,Abortion Rate,18-19,41.3
2007,MD,Abortion Rate,18-19,40.1
2008,MD,Abortion Rate,18-19,37.8
2009,MD,Abortion Rate,18-19,37.5
2010,MD,Abortion Rate,18-19,38.6
2011,MD,Abortion Rate,18-19,39.1
2012,MD,Abortion Rate,18-19,30.4
2013,MD,Abortion Rate,18-19,27.6
2014,MD,Abortion Rate,18-19,25.6
2015,MD,Abortion Rate,18-19,22.8
2016,MD,Abortion Rate,18-19,22.2
1988,MA,Abortion Rate,18-19,70.8
1992,MA,Abortion Rate,18-19,59.2
1996,MA,Abortion Rate,18-19,54.6
2000,MA,Abortion Rate,18-19,41.2
2005,MA,Abortion Rate,18-19,31
2006,MA,Abortion Rate,18-19,30.4
2007,MA,Abortion Rate,18-19,31.2
2008,MA,Abortion Rate,18-19,27.9
2009,MA,Abortion Rate,18-19,25
2010,MA,Abortion Rate,18-19,23.4
2011,MA,Abortion Rate,18-19,20.3
2012,MA,Abortion Rate,18-19,19.3
2013,MA,Abortion Rate,18-19,14.6
2014,MA,Abortion Rate,18-19,13.6
2015,MA,Abortion Rate,18-19,12.2
2016,MA,Abortion Rate,18-19,11.6
1988,MI,Abortion Rate,18-19,65.5
1992,MI,Abortion Rate,18-19,56.2
1996,MI,Abortion Rate,18-19,43.7
2000,MI,Abortion Rate,18-19,38.8
2005,MI,Abortion Rate,18-19,32.3
2006,MI,Abortion Rate,18-19,29.8
2007,MI,Abortion Rate,18-19,28.5
2008,MI,Abortion Rate,18-19,28.7
2009,MI,Abortion Rate,18-19,26.9
2010,MI,Abortion Rate,18-19,23.3
2011,MI,Abortion Rate,18-19,21.8
2012,MI,Abortion Rate,18-19,18.5
2013,MI,Abortion Rate,18-19,17.6
2014,MI,Abortion Rate,18-19,16.1
2015,MI,Abortion Rate,18-19,14.2
2016,MI,Abortion Rate,18-19,13
1988,MN,Abortion Rate,18-19,42.2
1992,MN,Abortion Rate,18-19,30.5
1996,MN,Abortion Rate,18-19,24.8
2000,MN,Abortion Rate,18-19,21.6
2005,MN,Abortion Rate,18-19,18.2
2006,MN,Abortion Rate,18-19,17.7
2007,MN,Abortion Rate,18-19,18.8
2008,MN,Abortion Rate,18-19,16.5
2009,MN,Abortion Rate,18-19,15.7
2010,MN,Abortion Rate,18-19,13.3
2011,MN,Abortion Rate,18-19,12.6
2012,MN,Abortion Rate,18-19,10.7
2013,MN,Abortion Rate,18-19,10.2
2014,MN,Abortion Rate,18-19,8.6
2015,MN,Abortion Rate,18-19,8.5
2016,MN,Abortion Rate,18-19,8.4
1988,MS,Abortion Rate,18-19,20.5
1992,MS,Abortion Rate,18-19,26.8
1996,MS,Abortion Rate,18-19,24.6
2000,MS,Abortion Rate,18-19,25.3
2005,MS,Abortion Rate,18-19,19.4
2006,MS,Abortion Rate,18-19,18.8
2007,MS,Abortion Rate,18-19,17
2008,MS,Abortion Rate,18-19,19.8
2009,MS,Abortion Rate,18-19,18
2010,MS,Abortion Rate,18-19,15.1
2011,MS,Abortion Rate,18-19,14.3
2012,MS,Abortion Rate,18-19,12.2
2013,MS,Abortion Rate,18-19,10.7
2014,MS,Abortion Rate,18-19,10.6
2015,MS,Abortion Rate,18-19,8.6
2016,MS,Abortion Rate,18-19,7.6
1988,MO,Abortion Rate,18-19,46.6
1992,MO,Abortion Rate,18-19,35.1
1996,MO,Abortion Rate,18-19,24.6
2000,MO,Abortion Rate,18-19,24.8
2005,MO,Abortion Rate,18-19,19.5
2006,MO,Abortion Rate,18-19,20.1
2007,MO,Abortion Rate,18-19,20.6
2008,MO,Abortion Rate,18-19,19.3
2009,MO,Abortion Rate,18-19,17.2
2010,MO,Abortion Rate,18-19,15
2011,MO,Abortion Rate,18-19,13.9
2012,MO,Abortion Rate,18-19,13
2013,MO,Abortion Rate,18-19,11.9
2014,MO,Abortion Rate,18-19,9.7
2015,MO,Abortion Rate,18-19,9.3
2016,MO,Abortion Rate,18-19,9.5
1988,MT,Abortion Rate,18-19,32.8
1992,MT,Abortion Rate,18-19,34.1
1996,MT,Abortion Rate,18-19,26.5
2000,MT,Abortion Rate,18-19,23.1
2005,MT,Abortion Rate,18-19,18.2
2006,MT,Abortion Rate,18-19,18.4
2007,MT,Abortion Rate,18-19,19.1
2008,MT,Abortion Rate,18-19,17.9
2009,MT,Abortion Rate,18-19,16.8
2010,MT,Abortion Rate,18-19,16
2011,MT,Abortion Rate,18-19,17.2
2012,MT,Abortion Rate,18-19,14.2
2013,MT,Abortion Rate,18-19,11.8
2014,MT,Abortion Rate,18-19,11.6
2015,MT,Abortion Rate,18-19,10.1
